scaffold	start	end	mid	sites	lnL
WW_tarseq_419_arrow	1443372	1444999	1444196	50	-854.17607
WW_tarseq_419_arrow	1445031	1446674	1445836	50	-847.98229
WW_tarseq_419_arrow	1446684	1448755	1447455	50	-1066.10300
WW_tarseq_419_arrow	1448876	1450615	1449634	50	-1053.08836
WW_tarseq_419_arrow	1450623	1452566	1451692	50	-766.33008
WW_tarseq_419_arrow	1452570	1454853	1453833	50	-765.53564
WW_tarseq_419_arrow	1454899	1457191	1455887	50	-807.28072
WW_tarseq_419_arrow	1457639	1460305	1458988	50	-949.25630
WW_tarseq_419_arrow	1460327	1461301	1460865	50	-895.78945
WW_tarseq_419_arrow	1461360	1463466	1462566	50	-1079.99921
WW_tarseq_419_arrow	1463521	1468255	1466185	50	-767.57329
WW_tarseq_419_arrow	1468276	1470568	1469750	50	-965.18288
WW_tarseq_419_arrow	1470604	1472908	1471717	50	-1056.90101
WW_tarseq_419_arrow	1472963	1475229	1474284	50	-1146.30638
WW_tarseq_419_arrow	1475472	1477420	1476390	50	-694.60786
WW_tarseq_419_arrow	1477437	1480176	1478797	50	-980.40516
WW_tarseq_419_arrow	1480241	1481688	1480969	50	-869.98658
WW_tarseq_419_arrow	1481776	1485911	1484257	50	-1074.77303
WW_tarseq_419_arrow	1485918	1488007	1486861	50	NA
WW_tarseq_419_arrow	1488090	1491952	1490111	50	-979.76794
WW_tarseq_419_arrow	1491955	1495852	1493667	50	-1019.82279
WW_tarseq_419_arrow	1495868	1497690	1496508	50	-870.37105
WW_tarseq_419_arrow	1497691	1501599	1499830	50	-647.95795
WW_tarseq_419_arrow	1501602	1504928	1503525	50	-985.16087
WW_tarseq_419_arrow	1504930	1507874	1506237	50	-1072.61196
WW_tarseq_419_arrow	1507915	1511950	1510129	50	-990.56345
WW_tarseq_419_arrow	1511973	1514303	1513718	50	-594.40910
WW_tarseq_419_arrow	1514333	1516607	1515245	50	-830.73768
WW_tarseq_419_arrow	1516612	1519391	1518246	50	-887.99947
WW_tarseq_419_arrow	1519676	1522510	1521281	50	-715.57169
WW_tarseq_419_arrow	1522516	1525881	1524258	50	-1036.48729
WW_tarseq_419_arrow	1525913	1531930	1529648	50	-882.68985
WW_tarseq_419_arrow	1531986	1534040	1532792	50	-753.08557
WW_tarseq_419_arrow	1534041	1538089	1535999	50	-1058.33136
WW_tarseq_419_arrow	1538116	1543592	1541945	50	-788.88645
WW_tarseq_419_arrow	1543810	1547071	1545574	50	-864.42739
WW_tarseq_419_arrow	1547339	1550878	1549327	50	-994.64322
WW_tarseq_419_arrow	1550908	1553086	1551859	50	-1060.73604
WW_tarseq_419_arrow	1553093	1555650	1554221	50	-839.33275
WW_tarseq_419_arrow	1555822	1557735	1556660	50	-1015.35503
WW_tarseq_419_arrow	1557762	1561820	1559942	50	-1008.97219
WW_tarseq_419_arrow	1561893	1565207	1563424	50	-863.37059
WW_tarseq_419_arrow	1565450	1570530	1568151	50	-1117.30573
WW_tarseq_419_arrow	1570538	1574571	1572455	50	-1054.34229
WW_tarseq_419_arrow	1574585	1576916	1575716	50	-1107.73834
WW_tarseq_419_arrow	1576937	1578856	1578091	50	-784.17547
WW_tarseq_419_arrow	1578881	1580920	1580010	50	-698.15235
WW_tarseq_419_arrow	1580960	1583352	1581939	50	-609.24563
WW_tarseq_419_arrow	1583399	1588950	1586472	50	-994.80642
WW_tarseq_419_arrow	1588984	1592669	1590815	50	-990.32262
WW_tarseq_419_arrow	1592734	1595699	1594131	50	-895.92348
WW_tarseq_419_arrow	1595703	1596975	1596340	50	-756.45604
WW_tarseq_419_arrow	1597012	1602837	1599078	50	-879.25751
WW_tarseq_419_arrow	1602850	1606093	1604346	50	-789.56539
WW_tarseq_419_arrow	1606140	1609156	1607485	50	-1094.11549
WW_tarseq_419_arrow	1609173	1611229	1610089	50	-839.37687
WW_tarseq_419_arrow	1611231	1615114	1612966	50	-1003.49904
WW_tarseq_419_arrow	1615140	1617722	1615886	50	-989.80768
WW_tarseq_419_arrow	1617824	1621016	1619954	50	-882.90915
WW_tarseq_419_arrow	1621036	1623539	1622431	50	-1223.97578
WW_tarseq_419_arrow	1623542	1625846	1624879	50	-981.84204
WW_tarseq_419_arrow	1625881	1629014	1627688	50	-1052.77290
WW_tarseq_419_arrow	1629167	1632072	1630919	50	-839.09762
WW_tarseq_419_arrow	1632078	1635674	1633860	50	-887.38187
WW_tarseq_419_arrow	1635758	1638396	1637007	50	-1120.41816
WW_tarseq_419_arrow	1638500	1640856	1640015	50	-478.59402
WW_tarseq_419_arrow	1640864	1642906	1641876	50	-394.71762
WW_tarseq_419_arrow	1642911	1644934	1643900	50	-672.88907
WW_tarseq_419_arrow	1645061	1647645	1646265	50	-872.18881
WW_tarseq_419_arrow	1647646	1653056	1650224	50	-1012.50641
WW_tarseq_419_arrow	1653107	1655346	1653950	50	NA
WW_tarseq_419_arrow	1655347	1659000	1656859	50	-610.63465
WW_tarseq_419_arrow	1659147	1661811	1660632	50	-892.62139
WW_tarseq_419_arrow	1661958	1664802	1663243	50	-923.23371
WW_tarseq_419_arrow	1664828	1671102	1666562	50	-994.45099
WW_tarseq_419_arrow	1671161	1674063	1672755	50	-1197.60733
WW_tarseq_419_arrow	1674085	1677274	1675967	50	-1135.97402
WW_tarseq_419_arrow	1677407	1680449	1679245	50	-935.44420
WW_tarseq_419_arrow	1680457	1683012	1681521	50	-1412.94282
WW_tarseq_419_arrow	1683019	1685638	1684439	50	-964.18061
WW_tarseq_419_arrow	1685671	1689922	1688013	50	-963.82061
WW_tarseq_419_arrow	1689927	1693676	1691786	50	-1185.99043
WW_tarseq_419_arrow	1693679	1695528	1694489	50	-981.25597
WW_tarseq_419_arrow	1695579	1697880	1696636	50	-1077.65629
WW_tarseq_419_arrow	1697888	1699746	1698607	50	-730.90821
WW_tarseq_419_arrow	1699749	1702999	1701673	50	-958.62797
WW_tarseq_419_arrow	1703030	1706406	1705084	50	-720.13502
WW_tarseq_419_arrow	1706468	1708835	1707468	50	-711.82200
WW_tarseq_419_arrow	1708908	1710587	1709510	50	-756.28524
WW_tarseq_419_arrow	1710598	1711956	1711262	50	-1073.96997
WW_tarseq_419_arrow	1711997	1715619	1713775	50	-973.69153
WW_tarseq_419_arrow	1715621	1724551	1717559	50	-828.10099
WW_tarseq_419_arrow	1724586	1726620	1725622	50	-868.69612
WW_tarseq_419_arrow	1726633	1730858	1728609	50	-987.33218
WW_tarseq_419_arrow	1730860	1733778	1732283	50	-869.38463
WW_tarseq_419_arrow	1733908	1737233	1736056	50	-662.23993
WW_tarseq_419_arrow	1737474	1742409	1739790	50	-1196.65853
WW_tarseq_419_arrow	1742430	1745520	1744109	50	-1147.29573
WW_tarseq_419_arrow	1745572	1748182	1746812	50	-1041.89751
WW_tarseq_419_arrow	1748190	1751765	1749708	50	-1025.00987
WW_tarseq_419_arrow	1751851	1754955	1753195	50	-830.47005
WW_tarseq_419_arrow	1755796	1758446	1757122	50	-909.91879
WW_tarseq_419_arrow	1758447	1760359	1759410	50	-833.13286
WW_tarseq_419_arrow	1760369	1763667	1761850	50	-1040.12773
WW_tarseq_419_arrow	1763705	1766801	1765000	50	-1004.70375
WW_tarseq_419_arrow	1766840	1768790	1768087	50	-770.28400
WW_tarseq_419_arrow	1768803	1771974	1770458	50	-921.58949
WW_tarseq_419_arrow	1771975	1773731	1772891	50	-911.55704
WW_tarseq_419_arrow	1773732	1777685	1775583	50	-755.25724
WW_tarseq_419_arrow	1777697	1780345	1779114	50	-860.07346
WW_tarseq_419_arrow	1780374	1783599	1781946	50	-1091.84195
WW_tarseq_419_arrow	1783675	1787413	1785799	50	-941.68032
WW_tarseq_419_arrow	1787498	1789212	1788236	50	-1069.63151
WW_tarseq_419_arrow	1789233	1793449	1791010	50	-1039.39727
WW_tarseq_419_arrow	1793477	1796505	1794624	50	-769.11230
WW_tarseq_419_arrow	1796513	1800143	1798965	50	-1091.97633
WW_tarseq_419_arrow	1800220	1802942	1801753	50	-978.72641
WW_tarseq_419_arrow	1802947	1805789	1804321	50	-1061.53140
WW_tarseq_419_arrow	1805799	1809290	1807803	50	-838.28673
WW_tarseq_419_arrow	1809312	1811689	1810509	50	-929.26671
WW_tarseq_419_arrow	1811811	1814700	1813038	50	-675.73334
WW_tarseq_419_arrow	1814706	1817787	1816453	50	-1093.48660
WW_tarseq_419_arrow	1817805	1821316	1819592	50	-724.76082
WW_tarseq_419_arrow	1821373	1823182	1822297	50	-1181.96644
WW_tarseq_419_arrow	1823219	1827579	1825584	50	-972.32582
WW_tarseq_419_arrow	1829563	1833075	1831617	50	-957.98370
WW_tarseq_419_arrow	1833099	1836663	1835339	50	-846.45703
WW_tarseq_419_arrow	1836816	1838703	1837683	50	-891.02411
WW_tarseq_419_arrow	1838746	1839914	1839300	50	-1027.51402
WW_tarseq_419_arrow	1839915	1842792	1841350	50	-1080.56874
WW_tarseq_419_arrow	1842798	1846590	1845082	50	-654.85085
WW_tarseq_419_arrow	1846661	1850013	1848345	50	-952.52221
WW_tarseq_419_arrow	1850022	1852795	1851773	50	-895.06563
WW_tarseq_419_arrow	1852799	1855976	1854506	50	-678.76011
WW_tarseq_419_arrow	1856003	1861167	1858737	50	-1053.19290
WW_tarseq_419_arrow	1861204	1868814	1866018	50	-893.24582
WW_tarseq_419_arrow	1868818	1871301	1870098	50	-806.95921
WW_tarseq_419_arrow	1871302	1873527	1872119	50	-980.95897
WW_tarseq_419_arrow	1873544	1876059	1874716	50	-756.79283
WW_tarseq_419_arrow	1876071	1881143	1878104	50	-1201.20653
WW_tarseq_419_arrow	1881344	1883665	1882865	50	-713.27740
WW_tarseq_419_arrow	1883922	1886649	1885276	50	-699.98749
WW_tarseq_419_arrow	1886652	1890034	1887880	50	-762.95922
WW_tarseq_419_arrow	1890109	1896582	1894059	50	-682.66864
WW_tarseq_419_arrow	1896601	1898162	1897264	50	-465.39405
WW_tarseq_419_arrow	1898167	1901011	1899240	50	-829.05851
WW_tarseq_419_arrow	1901029	1902752	1901818	50	-839.00058
WW_tarseq_419_arrow	1902761	1905065	1903886	50	-1033.41594
WW_tarseq_419_arrow	1905202	1908952	1906544	50	-994.67783
WW_tarseq_419_arrow	1909700	1912787	1910870	50	-1092.21746
WW_tarseq_419_arrow	1912994	1914205	1913676	50	-922.71126
WW_tarseq_419_arrow	1914226	1918361	1916029	50	-1195.34524
WW_tarseq_419_arrow	1918487	1921572	1920012	50	-541.74445
WW_tarseq_419_arrow	1921583	1924149	1922610	50	-956.54030
WW_tarseq_419_arrow	1924172	1926907	1925747	50	-776.85037
WW_tarseq_419_arrow	1926920	1931837	1929205	50	-1100.18385
WW_tarseq_419_arrow	1931838	1935116	1932906	50	-908.33478
WW_tarseq_419_arrow	1935150	1938104	1936736	50	-1014.13465
WW_tarseq_419_arrow	1938182	1941804	1939852	50	-1107.19917
WW_tarseq_419_arrow	1942001	1947847	1946241	50	-746.62823
WW_tarseq_419_arrow	1948083	1950056	1949081	50	-549.48622
WW_tarseq_419_arrow	1950061	1954185	1952673	50	-1194.85168
WW_tarseq_419_arrow	1954380	1956622	1955500	50	-966.77489
WW_tarseq_419_arrow	1956680	1960302	1958687	50	-1222.28897
WW_tarseq_419_arrow	1960349	1962006	1961239	50	-1025.01626
WW_tarseq_419_arrow	1962056	1965017	1963816	50	-917.04476
WW_tarseq_419_arrow	1965300	1967976	1966657	50	-1195.54571
WW_tarseq_419_arrow	1968008	1971283	1969327	50	-983.31126
WW_tarseq_419_arrow	1971317	1974625	1973156	50	-913.54722
WW_tarseq_419_arrow	1974660	1978692	1976378	50	-970.66630
WW_tarseq_419_arrow	1978702	1981984	1980124	50	-1244.25379
WW_tarseq_419_arrow	1981999	1984304	1983134	50	-895.56005
WW_tarseq_419_arrow	1984308	1986495	1985661	50	-1031.07482
WW_tarseq_419_arrow	1986518	1991118	1988523	50	-1235.99419
WW_tarseq_419_arrow	1991306	1993755	1992302	50	-1061.72963
WW_tarseq_419_arrow	1993793	1998251	1995979	50	-781.50197
WW_tarseq_419_arrow	1998296	1999989	1999146	50	-607.47167
WW_tarseq_419_arrow	1999990	2002158	2000815	50	-1152.36944
WW_tarseq_419_arrow	2002177	2007031	2005007	50	-986.36603
WW_tarseq_419_arrow	2007085	2009349	2008289	50	-784.04854
WW_tarseq_419_arrow	2009364	2011559	2010279	50	-975.50039
WW_tarseq_419_arrow	2011576	2018095	2016629	50	-813.73114
WW_tarseq_419_arrow	2018160	2020993	2019496	50	-1063.11826
WW_tarseq_419_arrow	2021209	2024482	2022727	50	-990.62592
WW_tarseq_419_arrow	2024522	2028537	2026664	50	-964.57333
WW_tarseq_419_arrow	2028542	2031642	2030179	50	-933.33768
WW_tarseq_419_arrow	2031658	2035729	2033921	50	-900.79369
WW_tarseq_419_arrow	2035870	2037295	2036623	50	-1164.25034
WW_tarseq_419_arrow	2037300	2040222	2038748	50	-1110.70697
WW_tarseq_419_arrow	2040266	2042405	2041244	50	-1295.92437
WW_tarseq_419_arrow	2042518	2045768	2043523	50	-778.26143
WW_tarseq_419_arrow	2045911	2050392	2048665	50	-1023.44267
WW_tarseq_419_arrow	2050468	2052775	2051689	50	-905.84992
WW_tarseq_419_arrow	2052776	2054988	2053739	50	-772.52442
WW_tarseq_419_arrow	2055051	2056585	2055907	50	-971.25444
WW_tarseq_419_arrow	2056592	2059392	2057873	50	-1309.40791
WW_tarseq_419_arrow	2059393	2062163	2061059	50	-1183.34223
WW_tarseq_419_arrow	2062176	2064644	2063191	50	-1360.91469
WW_tarseq_419_arrow	2064669	2067124	2065799	50	-784.77793
WW_tarseq_419_arrow	2067191	2072731	2070009	50	-959.02987
WW_tarseq_419_arrow	2072732	2074721	2073791	50	-978.48469
WW_tarseq_419_arrow	2074740	2076393	2075726	50	-643.49929
WW_tarseq_419_arrow	2076401	2079975	2077904	50	-708.39909
WW_tarseq_419_arrow	2080041	2082442	2081397	50	-1269.73675
WW_tarseq_419_arrow	2082575	2084884	2083706	50	-1041.53982
WW_tarseq_419_arrow	2084895	2089386	2087149	50	-1022.83839
WW_tarseq_419_arrow	2089477	2093100	2091238	50	-1177.93507
WW_tarseq_419_arrow	2093245	2095691	2094759	50	-1024.08493
WW_tarseq_419_arrow	2095705	2097136	2096347	50	-801.17565
WW_tarseq_419_arrow	2097183	2100764	2098941	50	-1021.63738
WW_tarseq_419_arrow	2100771	2103283	2102129	50	-969.32625
WW_tarseq_419_arrow	2103342	2105694	2104657	50	-777.50976
WW_tarseq_419_arrow	2105718	2108676	2107457	50	-860.78256
WW_tarseq_419_arrow	2108800	2110380	2109460	50	-964.04624
WW_tarseq_419_arrow	2110393	2112823	2111232	50	NA
WW_tarseq_419_arrow	2112838	2114160	2113480	50	-998.15161
WW_tarseq_419_arrow	2114181	2116471	2115072	50	-918.93724
WW_tarseq_419_arrow	2117217	2121050	2119315	50	-755.86444
WW_tarseq_419_arrow	2121177	2124009	2122327	50	-933.71304
WW_tarseq_419_arrow	2124013	2127688	2125766	50	-899.30032
WW_tarseq_419_arrow	2127691	2131454	2129483	50	-864.82608
WW_tarseq_419_arrow	2131471	2141823	2136659	50	-811.42450
WW_tarseq_419_arrow	2141828	2144198	2143065	50	-1155.33024
WW_tarseq_419_arrow	2144291	2147357	2145840	50	-542.90391
WW_tarseq_419_arrow	2147373	2152136	2149205	50	-1024.75678
WW_tarseq_419_arrow	2152217	2154280	2153179	50	-786.74254
WW_tarseq_419_arrow	2154346	2157931	2155899	50	-800.88698
WW_tarseq_419_arrow	2157951	2160347	2159045	50	-748.09719
WW_tarseq_419_arrow	2160365	2163908	2162404	50	-990.06737
WW_tarseq_419_arrow	2164026	2165608	2164903	50	-848.64109
WW_tarseq_419_arrow	2165614	2168434	2167038	50	-970.29756
WW_tarseq_419_arrow	2168441	2172540	2170646	50	-813.54198
WW_tarseq_419_arrow	2172569	2175986	2174283	50	-833.83549
WW_tarseq_419_arrow	2176037	2181253	2179229	50	-1071.53925
WW_tarseq_419_arrow	2181288	2191486	2187578	50	-885.86362
WW_tarseq_419_arrow	2191559	2193905	2192831	50	-846.13548
WW_tarseq_419_arrow	2193922	2196520	2195495	50	-892.26334
WW_tarseq_419_arrow	2196525	2203332	2200126	50	-720.95470
WW_tarseq_419_arrow	2203337	2205927	2204575	50	-947.59553
WW_tarseq_419_arrow	2205939	2209707	2207996	50	-1178.53956
WW_tarseq_419_arrow	2209716	2214233	2212339	50	-1453.02239
WW_tarseq_419_arrow	2214245	2216756	2215436	50	-652.72214
WW_tarseq_419_arrow	2216804	2219706	2218283	50	-545.33984
WW_tarseq_419_arrow	2219709	2223192	2221318	50	-652.17511
WW_tarseq_419_arrow	2223195	2228126	2225479	50	-797.06517
WW_tarseq_419_arrow	2228136	2232046	2229981	50	-537.45110
WW_tarseq_419_arrow	2232105	2240913	2237636	50	-1205.89203
WW_tarseq_419_arrow	2240945	2244199	2242832	50	-1101.29763
WW_tarseq_419_arrow	2244201	2246749	2245122	50	-933.79860
WW_tarseq_419_arrow	2246783	2250266	2248373	50	-1167.61513
WW_tarseq_419_arrow	2250459	2254077	2252619	50	-702.41628
WW_tarseq_419_arrow	2254132	2257714	2255518	50	-1001.74381
WW_tarseq_419_arrow	2257770	2259301	2258542	50	-1205.27800
WW_tarseq_419_arrow	2259336	2261955	2260432	50	-1119.70415
WW_tarseq_419_arrow	2261969	2264700	2263307	50	-770.04385
WW_tarseq_419_arrow	2264722	2268953	2266797	50	-677.78625
WW_tarseq_419_arrow	2268957	2272634	2270513	50	-882.59568
WW_tarseq_419_arrow	2272645	2276711	2274252	50	-1060.17775
WW_tarseq_419_arrow	2276744	2280278	2278777	50	-682.15390
WW_tarseq_419_arrow	2280482	2282946	2281765	50	NA
WW_tarseq_419_arrow	2283021	2287437	2285451	50	-824.54069
WW_tarseq_419_arrow	2287463	2294202	2290848	50	-789.70289
WW_tarseq_419_arrow	2294235	2296796	2295522	50	-1285.60979
WW_tarseq_419_arrow	2297046	2304160	2300822	50	-947.36436
WW_tarseq_419_arrow	2304238	2308264	2306414	50	-1268.39204
WW_tarseq_419_arrow	2308270	2312963	2309937	50	-1050.11116
WW_tarseq_419_arrow	2313117	2315425	2314183	50	-990.33788
WW_tarseq_419_arrow	2315431	2318844	2317248	50	-1070.13837
WW_tarseq_419_arrow	2318877	2324334	2320493	50	-676.46725
WW_tarseq_419_arrow	2325017	2326036	2325493	50	-805.90686
WW_tarseq_419_arrow	2326037	2329589	2327742	50	-976.72621
WW_tarseq_419_arrow	2329640	2332100	2330942	50	-915.66076
WW_tarseq_419_arrow	2332112	2336327	2334724	50	-698.15251
WW_tarseq_419_arrow	2336384	2337909	2336888	50	-847.71471
WW_tarseq_419_arrow	2337911	2341352	2339619	50	-981.84103
WW_tarseq_419_arrow	2341378	2350388	2344326	50	-597.20717
WW_tarseq_419_arrow	2350424	2353301	2351577	50	-824.98466
WW_tarseq_419_arrow	2353408	2357115	2355360	50	-1004.37089
WW_tarseq_419_arrow	2357268	2360117	2358372	50	-844.68862
WW_tarseq_419_arrow	2360173	2362890	2361453	50	-1126.06930
WW_tarseq_419_arrow	2362898	2365832	2364380	50	-906.69323
WW_tarseq_419_arrow	2366045	2372012	2368668	50	-977.42446
WW_tarseq_419_arrow	2372275	2376960	2375475	50	NA
WW_tarseq_419_arrow	2376999	2379475	2378240	50	-926.14527
WW_tarseq_419_arrow	2379610	2381654	2380572	50	-839.10048
WW_tarseq_419_arrow	2381685	2384482	2382997	50	-875.32351
WW_tarseq_419_arrow	2384587	2387340	2386266	50	-716.56963
WW_tarseq_419_arrow	2387347	2390362	2388519	50	-855.82522
WW_tarseq_419_arrow	2390404	2393036	2391488	50	-798.12462
WW_tarseq_419_arrow	2393127	2396901	2395059	50	-839.88601
WW_tarseq_419_arrow	2397037	2401013	2399339	50	-567.56680
WW_tarseq_419_arrow	2401058	2402946	2401824	50	NA
WW_tarseq_419_arrow	2402947	2406032	2404702	50	-790.84551
WW_tarseq_419_arrow	2406033	2411189	2409195	50	-483.50997
WW_tarseq_419_arrow	2411197	2416678	2413035	50	-979.06649
WW_tarseq_419_arrow	2416692	2419903	2418491	50	-725.42106
WW_tarseq_419_arrow	2419924	2422910	2421615	50	-777.61672
WW_tarseq_419_arrow	2422934	2425193	2424301	50	-627.25212
WW_tarseq_419_arrow	2425266	2427938	2426285	50	-815.70503
WW_tarseq_419_arrow	2427948	2430494	2429306	50	-863.49930
WW_tarseq_419_arrow	2430679	2435517	2433309	50	-853.26028
WW_tarseq_419_arrow	2435572	2439746	2437657	50	-1080.97421
WW_tarseq_419_arrow	2441322	2443070	2442278	50	-861.65544
WW_tarseq_419_arrow	2443098	2446455	2444362	50	-997.33616
WW_tarseq_419_arrow	2446466	2449446	2447642	50	-1025.05102
WW_tarseq_419_arrow	2449456	2452960	2451340	50	-1166.03109
WW_tarseq_419_arrow	2452991	2455979	2454571	50	-1042.20318
WW_tarseq_419_arrow	2455986	2458424	2457116	50	-478.49014
WW_tarseq_419_arrow	2458437	2461102	2459732	50	-796.50505
WW_tarseq_419_arrow	2461145	2463427	2462361	50	-1271.83661
WW_tarseq_419_arrow	2463447	2467476	2465500	50	-1238.00741
WW_tarseq_419_arrow	2467509	2470462	2469111	50	-679.90278
WW_tarseq_419_arrow	2470886	2473507	2472238	50	-810.93522
WW_tarseq_419_arrow	2473530	2477070	2475229	50	-946.91133
WW_tarseq_419_arrow	2477081	2480015	2478026	50	-895.27407
WW_tarseq_419_arrow	2480024	2482993	2481252	50	-750.33932
WW_tarseq_419_arrow	2483110	2487454	2485530	50	-738.21434
WW_tarseq_419_arrow	2487459	2490170	2488547	50	-805.83207
WW_tarseq_419_arrow	2490177	2493802	2492435	50	-1085.37370
WW_tarseq_419_arrow	2493812	2496391	2494974	50	-910.24141
WW_tarseq_419_arrow	2496465	2499827	2498245	50	-1255.74691
WW_tarseq_419_arrow	2499851	2502821	2501416	50	-785.56856
WW_tarseq_419_arrow	2502823	2506514	2504472	50	-1093.58552
WW_tarseq_419_arrow	2506518	2510134	2507861	50	-1081.71553
WW_tarseq_419_arrow	2510185	2513448	2511455	50	-742.30858
WW_tarseq_419_arrow	2513481	2516212	2514540	50	-764.64855
WW_tarseq_419_arrow	2516229	2518774	2517578	50	-971.02881
WW_tarseq_419_arrow	2518804	2525403	2520379	50	-939.59779
WW_tarseq_419_arrow	2525407	2528470	2526898	50	-1017.74627
WW_tarseq_419_arrow	2528478	2530373	2529361	50	-1053.96944
WW_tarseq_419_arrow	2530381	2533613	2531937	50	-741.70638
WW_tarseq_419_arrow	2533688	2535572	2534770	50	-1201.23198
WW_tarseq_419_arrow	2535595	2538676	2537260	50	-844.08767
WW_tarseq_419_arrow	2538684	2546777	2544258	50	-1141.42867
WW_tarseq_419_arrow	2546785	2549992	2548347	50	-1040.16014
WW_tarseq_419_arrow	2550004	2552787	2551418	50	-805.93359
WW_tarseq_419_arrow	2552809	2557125	2555082	50	-1167.88037
WW_tarseq_419_arrow	2557211	2560625	2558481	50	-1233.98403
WW_tarseq_419_arrow	2560963	2564652	2562443	50	-873.43460
WW_tarseq_419_arrow	2564667	2567338	2565967	50	-797.80996
WW_tarseq_419_arrow	2567353	2570422	2568545	50	-644.00743
WW_tarseq_419_arrow	2570505	2574175	2572054	50	-845.60767
WW_tarseq_419_arrow	2574222	2576769	2575809	50	-706.63027
WW_tarseq_419_arrow	2576793	2578660	2577862	50	-675.48698
WW_tarseq_419_arrow	2578745	2580703	2579611	50	-513.95314
WW_tarseq_419_arrow	2580777	2583257	2581806	50	-964.01930
WW_tarseq_419_arrow	2583283	2584727	2583981	50	-796.76970
WW_tarseq_419_arrow	2584758	2586909	2585766	50	-942.00097
WW_tarseq_419_arrow	2586957	2588925	2587756	50	-903.96830
WW_tarseq_419_arrow	2588933	2591736	2590554	50	-869.62514
WW_tarseq_419_arrow	2591755	2593078	2592335	50	-936.78240
WW_tarseq_419_arrow	2593143	2595439	2594313	50	-621.20252
WW_tarseq_419_arrow	2595836	2597722	2596896	50	-1003.17773
WW_tarseq_419_arrow	2597768	2600043	2598839	50	-771.42942
WW_tarseq_419_arrow	2600048	2602743	2601479	50	-567.23301
WW_tarseq_419_arrow	2602746	2606273	2604562	50	-599.35290
WW_tarseq_419_arrow	2606281	2610135	2608266	50	-551.65698
WW_tarseq_419_arrow	2610207	2611996	2611058	50	-703.99531
WW_tarseq_419_arrow	2612023	2614341	2613003	50	-1175.05012
WW_tarseq_419_arrow	2614390	2616944	2615593	50	-1125.36178
WW_tarseq_419_arrow	2616947	2621031	2618901	50	-932.50008
WW_tarseq_419_arrow	2621074	2624700	2622780	50	-884.31161
WW_tarseq_419_arrow	2624723	2628837	2626780	50	-852.14073
WW_tarseq_419_arrow	2628940	2632578	2630747	50	-595.15047
WW_tarseq_419_arrow	2632585	2635811	2634333	50	-691.55453
WW_tarseq_419_arrow	2635874	2640581	2637549	50	-746.02584
WW_tarseq_419_arrow	2640582	2642730	2641738	50	-1038.68060
WW_tarseq_419_arrow	2642731	2647315	2645000	50	-1008.48116
WW_tarseq_419_arrow	2647321	2649823	2648615	50	-1143.87743
WW_tarseq_419_arrow	2649842	2653468	2651967	50	-454.23781
WW_tarseq_419_arrow	2653480	2658329	2655713	50	-618.21575
WW_tarseq_419_arrow	2658372	2662241	2659672	50	-410.99202
WW_tarseq_419_arrow	2662460	2668180	2665586	50	-671.51704
WW_tarseq_419_arrow	2668201	2671379	2670052	50	-650.32399
WW_tarseq_419_arrow	2671481	2673835	2673021	50	-927.47251
WW_tarseq_419_arrow	2673845	2677379	2675277	50	-622.99489
WW_tarseq_419_arrow	2677419	2680198	2678870	50	-464.37270
WW_tarseq_419_arrow	2680217	2688790	2684216	50	-706.44540
WW_tarseq_419_arrow	2688792	2691527	2690185	50	-239.79059
WW_tarseq_419_arrow	2691549	2694360	2692668	50	-518.75933
WW_tarseq_419_arrow	2694384	2698858	2697071	50	-862.54059
WW_tarseq_419_arrow	2698881	2702540	2700607	50	-771.44303
WW_tarseq_419_arrow	2702642	2706597	2704334	50	-943.87258
WW_tarseq_419_arrow	2706605	2709412	2707930	50	-760.62667
WW_tarseq_419_arrow	2709414	2713509	2711441	50	-1267.78986
WW_tarseq_419_arrow	2713533	2716723	2714766	50	-1011.95841
WW_tarseq_419_arrow	2716768	2721513	2718582	50	-843.88893
WW_tarseq_419_arrow	2721711	2723923	2722791	50	-792.50087
WW_tarseq_419_arrow	2723937	2726839	2725361	50	-1150.89154
WW_tarseq_419_arrow	2726840	2732678	2729677	50	-1192.09263
WW_tarseq_419_arrow	2732691	2735341	2734042	50	-865.03604
WW_tarseq_419_arrow	2735360	2738466	2736554	50	-1048.54779
WW_tarseq_419_arrow	2738472	2743543	2741237	50	-1081.19900
WW_tarseq_419_arrow	2743892	2747534	2745760	50	-860.62775
WW_tarseq_419_arrow	2747537	2749689	2749021	50	-793.96067
WW_tarseq_419_arrow	2749731	2754010	2751833	50	-1262.44685
WW_tarseq_419_arrow	2754025	2755822	2754921	50	-1146.60358
WW_tarseq_419_arrow	2755823	2757792	2756477	50	-1136.88066
WW_tarseq_419_arrow	2757846	2761929	2760036	50	-1195.82902
WW_tarseq_419_arrow	2761960	2763701	2762766	50	-987.74385
WW_tarseq_419_arrow	2763802	2765525	2764690	50	-745.80709
WW_tarseq_419_arrow	2765577	2768345	2767039	50	-647.45472
WW_tarseq_419_arrow	2768377	2769708	2769107	50	-720.80375
WW_tarseq_419_arrow	2769719	2772056	2770807	50	-535.31781
WW_tarseq_419_arrow	2772099	2774115	2773164	50	-947.72126
WW_tarseq_419_arrow	2774120	2776197	2775069	50	-1040.09717
WW_tarseq_419_arrow	2776246	2780322	2778086	50	-729.56671
WW_tarseq_419_arrow	2780539	2783700	2782077	50	-910.43926
